INDEX,VALUE,TIME,DATE,TYPE
36,0.12452246248722076,20:30:00,01/21/2020,LEVEL(m)
36,0.13105125725269318,20:30:00,01/21/2020,LEVEL(m)
36,0.13832862675189972,20:30:00,01/21/2020,LEVEL(m)
36,0.1455269306898117,20:30:00,01/21/2020,LEVEL(m)
36,0.14674092829227448,20:30:00,01/21/2020,LEVEL(m)
36,0.14726680517196655,20:30:00,01/21/2020,LEVEL(m)
36,0.14090171456336975,20:30:00,01/21/2020,LEVEL(m)
36,0.13763318955898285,20:30:00,01/21/2020,LEVEL(m)
36,0.13550284504890442,20:30:00,01/21/2020,LEVEL(m)
36,0.13338549435138702,20:30:00,01/21/2020,LEVEL(m)
36,0.13360890746116638,20:30:00,01/21/2020,LEVEL(m)
36,0.1327509880065918,20:30:00,01/21/2020,LEVEL(m)
36,0.13138440251350403,20:30:00,01/21/2020,LEVEL(m)
36,0.13038350641727448,20:30:00,01/21/2020,LEVEL(m)
36,0.1306096613407135,20:30:00,01/21/2020,LEVEL(m)
36,0.13160011172294617,20:30:00,01/21/2020,LEVEL(m)
36,0.13076087832450867,20:30:00,01/21/2020,LEVEL(m)
36,0.12939193844795227,20:30:00,01/21/2020,LEVEL(m)
36,0.12839150428771973,20:30:00,01/21/2020,LEVEL(m)
36,0.1280025690793991,20:30:00,01/21/2020,LEVEL(m)
36,0.12983405590057373,20:30:00,01/21/2020,LEVEL(m)
36,0.1297568380832672,20:30:00,01/21/2020,LEVEL(m)
36,0.12961523234844208,20:30:00,01/21/2020,LEVEL(m)
36,0.13370488584041595,20:30:00,01/21/2020,LEVEL(m)
36,0.13410918414592743,20:30:00,01/21/2020,LEVEL(m)
36,0.1299542486667633,20:30:00,01/21/2020,LEVEL(m)
36,0.1310959905385971,20:30:00,01/21/2020,LEVEL(m)
36,0.1373426616191864,20:30:00,01/21/2020,LEVEL(m)
36,0.1374666392803192,20:30:00,01/21/2020,LEVEL(m)
36,0.13661952316761017,20:30:00,01/21/2020,LEVEL(m)
36,0.1369764804840088,20:30:00,01/21/2020,LEVEL(m)
36,0.13329435884952545,20:30:00,01/21/2020,LEVEL(m)
36,0.12679101526737213,20:30:00,01/21/2020,LEVEL(m)
57,0.06222883611917496,16:30:00,02/11/2020,LEVEL(m)
57,0.06734262406826019,16:30:00,02/11/2020,LEVEL(m)
57,0.07088303565979004,16:30:00,02/11/2020,LEVEL(m)
57,0.06704176962375641,16:30:00,02/11/2020,LEVEL(m)
57,0.06258951872587204,16:30:00,02/11/2020,LEVEL(m)
57,0.06834401935338974,16:30:00,02/11/2020,LEVEL(m)
57,0.07662465423345566,16:30:00,02/11/2020,LEVEL(m)
57,0.0778319239616394,16:30:00,02/11/2020,LEVEL(m)
57,0.07752527296543121,16:30:00,02/11/2020,LEVEL(m)
57,0.07611695677042007,16:30:00,02/11/2020,LEVEL(m)
57,0.07526801526546478,16:30:00,02/11/2020,LEVEL(m)
57,0.07558337599039078,16:30:00,02/11/2020,LEVEL(m)
57,0.07629173249006271,16:30:00,02/11/2020,LEVEL(m)
57,0.08004741370677948,16:30:00,02/11/2020,LEVEL(m)
57,0.0873449370265007,16:30:00,02/11/2020,LEVEL(m)
57,0.09457127004861832,16:30:00,02/11/2020,LEVEL(m)
57,0.10078383982181549,16:30:00,02/11/2020,LEVEL(m)
57,0.10803300887346268,16:30:00,02/11/2020,LEVEL(m)
57,0.11318421363830566,16:30:00,02/11/2020,LEVEL(m)
57,0.11544568091630936,16:30:00,02/11/2020,LEVEL(m)
57,0.10985085368156433,16:30:00,02/11/2020,LEVEL(m)
57,0.10669663548469543,16:30:00,02/11/2020,LEVEL(m)
57,0.10796454548835754,16:30:00,02/11/2020,LEVEL(m)
57,0.1058553010225296,16:30:00,02/11/2020,LEVEL(m)
57,0.10297476500272751,16:30:00,02/11/2020,LEVEL(m)
57,0.10097824037075043,16:30:00,02/11/2020,LEVEL(m)
57,0.09847359359264374,16:30:00,02/11/2020,LEVEL(m)
57,0.09651011973619461,16:30:00,02/11/2020,LEVEL(m)
57,0.09651720523834229,16:30:00,02/11/2020,LEVEL(m)
57,0.0969795361161232,16:30:00,02/11/2020,LEVEL(m)
57,0.09751255810260773,16:30:00,02/11/2020,LEVEL(m)
57,0.09643960744142532,16:30:00,02/11/2020,LEVEL(m)
57,0.09400732070207596,16:30:00,02/11/2020,LEVEL(m)
57,0.09352226555347443,16:30:00,02/11/2020,LEVEL(m)
57,0.09552273899316788,16:30:00,02/11/2020,LEVEL(m)
57,0.0980035588145256,16:30:00,02/11/2020,LEVEL(m)
57,0.1000419408082962,16:30:00,02/11/2020,LEVEL(m)
57,0.10150820761919022,16:30:00,02/11/2020,LEVEL(m)
57,0.10146570205688477,16:30:00,02/11/2020,LEVEL(m)
57,0.10206573456525803,16:30:00,02/11/2020,LEVEL(m)
57,0.10350105166435242,16:30:00,02/11/2020,LEVEL(m)
57,0.10504550486803055,16:30:00,02/11/2020,LEVEL(m)
57,0.10870131850242615,16:30:00,02/11/2020,LEVEL(m)
57,0.11041554063558578,16:30:00,02/11/2020,LEVEL(m)
57,0.108917735517025,16:30:00,02/11/2020,LEVEL(m)
57,0.10692871361970901,16:30:00,02/11/2020,LEVEL(m)
57,0.10235922783613205,16:30:00,02/11/2020,LEVEL(m)
64,0.876966118812561,12:30:00,03/03/2020,Total inflow(LPS)
64,1.1961098909378052,12:30:00,03/03/2020,Total inflow(LPS)
64,1.0841336250305176,12:30:00,03/03/2020,Total inflow(LPS)
64,0.9292793869972229,12:30:00,03/03/2020,Total inflow(LPS)
64,0.8115652203559875,12:30:00,03/03/2020,Total inflow(LPS)
64,1.2250535488128662,12:30:00,03/03/2020,Total inflow(LPS)
64,1.2921593189239502,12:30:00,03/03/2020,Total inflow(LPS)
64,1.2945109605789185,12:30:00,03/03/2020,Total inflow(LPS)
64,1.267904281616211,12:30:00,03/03/2020,Total inflow(LPS)
64,1.189725399017334,12:30:00,03/03/2020,Total inflow(LPS)
64,1.2114471197128296,12:30:00,03/03/2020,Total inflow(LPS)
64,1.2125812768936157,12:30:00,03/03/2020,Total inflow(LPS)
64,1.2644013166427612,12:30:00,03/03/2020,Total inflow(LPS)
64,1.492963194847107,12:30:00,03/03/2020,Total inflow(LPS)
64,1.8277301788330078,12:30:00,03/03/2020,Total inflow(LPS)
64,2.096785306930542,12:30:00,03/03/2020,Total inflow(LPS)
64,2.3840622901916504,12:30:00,03/03/2020,Total inflow(LPS)
64,2.783216953277588,12:30:00,03/03/2020,Total inflow(LPS)
64,2.93428635597229,12:30:00,03/03/2020,Total inflow(LPS)
64,3.0328240394592285,12:30:00,03/03/2020,Total inflow(LPS)
64,2.5606634616851807,12:30:00,03/03/2020,Total inflow(LPS)
64,2.6915483474731445,12:30:00,03/03/2020,Total inflow(LPS)
64,2.696573257446289,12:30:00,03/03/2020,Total inflow(LPS)
64,2.505831241607666,12:30:00,03/03/2020,Total inflow(LPS)
64,2.4062485694885254,12:30:00,03/03/2020,Total inflow(LPS)
64,2.311814546585083,12:30:00,03/03/2020,Total inflow(LPS)
64,2.17511248588562,12:30:00,03/03/2020,Total inflow(LPS)
64,2.126673936843872,12:30:00,03/03/2020,Total inflow(LPS)
64,2.168696165084839,12:30:00,03/03/2020,Total inflow(LPS)
64,2.1702840328216553,12:30:00,03/03/2020,Total inflow(LPS)
64,2.2143313884735107,12:30:00,03/03/2020,Total inflow(LPS)
64,2.085127592086792,12:30:00,03/03/2020,Total inflow(LPS)
64,1.9953197240829468,12:30:00,03/03/2020,Total inflow(LPS)
64,2.0344715118408203,12:30:00,03/03/2020,Total inflow(LPS)
64,2.165555953979492,12:30:00,03/03/2020,Total inflow(LPS)
64,2.2588143348693848,12:30:00,03/03/2020,Total inflow(LPS)
64,2.3522753715515137,12:30:00,03/03/2020,Total inflow(LPS)
64,2.4013009071350098,12:30:00,03/03/2020,Total inflow(LPS)
64,2.357158660888672,12:30:00,03/03/2020,Total inflow(LPS)
64,2.4475150108337402,12:30:00,03/03/2020,Total inflow(LPS)
64,2.497424364089966,12:30:00,03/03/2020,Total inflow(LPS)
64,2.5936355590820312,12:30:00,03/03/2020,Total inflow(LPS)
64,2.840752601623535,12:30:00,03/03/2020,Total inflow(LPS)
64,2.799621105194092,12:30:00,03/03/2020,Total inflow(LPS)
64,2.6999874114990234,12:30:00,03/03/2020,Total inflow(LPS)
64,2.600349187850952,12:30:00,03/03/2020,Total inflow(LPS)
64,2.2736763954162598,12:30:00,03/03/2020,Total inflow(LPS)
