INDEX,VALUE,TIME,DATE,TYPE
36,0.11107464134693146,20:30:00,01/21/2020,LEVEL(m)
36,0.11828392744064331,20:30:00,01/21/2020,LEVEL(m)
36,0.1260880082845688,20:30:00,01/21/2020,LEVEL(m)
36,0.1338149905204773,20:30:00,01/21/2020,LEVEL(m)
36,0.13524501025676727,20:30:00,01/21/2020,LEVEL(m)
36,0.13574686646461487,20:30:00,01/21/2020,LEVEL(m)
36,0.13832096755504608,20:30:00,01/21/2020,LEVEL(m)
36,0.13776887953281403,20:30:00,01/21/2020,LEVEL(m)
36,0.13550280034542084,20:30:00,01/21/2020,LEVEL(m)
36,0.13338550925254822,20:30:00,01/21/2020,LEVEL(m)
36,0.13360890746116638,20:30:00,01/21/2020,LEVEL(m)
36,0.1327509880065918,20:30:00,01/21/2020,LEVEL(m)
36,0.13138440251350403,20:30:00,01/21/2020,LEVEL(m)
36,0.13038350641727448,20:30:00,01/21/2020,LEVEL(m)
36,0.1306096613407135,20:30:00,01/21/2020,LEVEL(m)
36,0.13160011172294617,20:30:00,01/21/2020,LEVEL(m)
36,0.13076086342334747,20:30:00,01/21/2020,LEVEL(m)
36,0.12939195334911346,20:30:00,01/21/2020,LEVEL(m)
36,0.12839150428771973,20:30:00,01/21/2020,LEVEL(m)
36,0.1280025690793991,20:30:00,01/21/2020,LEVEL(m)
36,0.12983404099941254,20:30:00,01/21/2020,LEVEL(m)
36,0.12975682318210602,20:30:00,01/21/2020,LEVEL(m)
36,0.12961523234844208,20:30:00,01/21/2020,LEVEL(m)
36,0.13370488584041595,20:30:00,01/21/2020,LEVEL(m)
36,0.13410919904708862,20:30:00,01/21/2020,LEVEL(m)
36,0.1299542486667633,20:30:00,01/21/2020,LEVEL(m)
36,0.1310959905385971,20:30:00,01/21/2020,LEVEL(m)
36,0.1373426765203476,20:30:00,01/21/2020,LEVEL(m)
36,0.13746660947799683,20:30:00,01/21/2020,LEVEL(m)
36,0.13661952316761017,20:30:00,01/21/2020,LEVEL(m)
36,0.1369764804840088,20:30:00,01/21/2020,LEVEL(m)
36,0.13329437375068665,20:30:00,01/21/2020,LEVEL(m)
36,0.12679100036621094,20:30:00,01/21/2020,LEVEL(m)
57,0.06222883611917496,16:30:00,02/11/2020,LEVEL(m)
57,0.06734262406826019,16:30:00,02/11/2020,LEVEL(m)
57,0.07088303565979004,16:30:00,02/11/2020,LEVEL(m)
57,0.06704176962375641,16:30:00,02/11/2020,LEVEL(m)
57,0.06258951872587204,16:30:00,02/11/2020,LEVEL(m)
57,0.06175868585705757,16:30:00,02/11/2020,LEVEL(m)
57,0.06549042463302612,16:30:00,02/11/2020,LEVEL(m)
57,0.06642388552427292,16:30:00,02/11/2020,LEVEL(m)
57,0.06612063199281693,16:30:00,02/11/2020,LEVEL(m)
57,0.06453041732311249,16:30:00,02/11/2020,LEVEL(m)
57,0.063430055975914,16:30:00,02/11/2020,LEVEL(m)
57,0.06377250701189041,16:30:00,02/11/2020,LEVEL(m)
57,0.06456582248210907,16:30:00,02/11/2020,LEVEL(m)
57,0.06876793503761292,16:30:00,02/11/2020,LEVEL(m)
57,0.07700938731431961,16:30:00,02/11/2020,LEVEL(m)
57,0.08518214523792267,16:30:00,02/11/2020,LEVEL(m)
57,0.09205477684736252,16:30:00,02/11/2020,LEVEL(m)
57,0.09993994981050491,16:30:00,02/11/2020,LEVEL(m)
57,0.1055244654417038,16:30:00,02/11/2020,LEVEL(m)
57,0.10796654224395752,16:30:00,02/11/2020,LEVEL(m)
57,0.10886575281620026,16:30:00,02/11/2020,LEVEL(m)
57,0.1084989681839943,16:30:00,02/11/2020,LEVEL(m)
57,0.10796792060136795,16:30:00,02/11/2020,LEVEL(m)
57,0.10585527867078781,16:30:00,02/11/2020,LEVEL(m)
57,0.10297476500272751,16:30:00,02/11/2020,LEVEL(m)
57,0.10097824037075043,16:30:00,02/11/2020,LEVEL(m)
57,0.09847359359264374,16:30:00,02/11/2020,LEVEL(m)
57,0.09651012718677521,16:30:00,02/11/2020,LEVEL(m)
57,0.09651721268892288,16:30:00,02/11/2020,LEVEL(m)
57,0.0969795361161232,16:30:00,02/11/2020,LEVEL(m)
57,0.09751256555318832,16:30:00,02/11/2020,LEVEL(m)
57,0.09643959254026413,16:30:00,02/11/2020,LEVEL(m)
57,0.09400732070207596,16:30:00,02/11/2020,LEVEL(m)
57,0.09352224320173264,16:30:00,02/11/2020,LEVEL(m)
57,0.09552273899316788,16:30:00,02/11/2020,LEVEL(m)
57,0.0980035588145256,16:30:00,02/11/2020,LEVEL(m)
57,0.1000419333577156,16:30:00,02/11/2020,LEVEL(m)
57,0.10150820761919022,16:30:00,02/11/2020,LEVEL(m)
57,0.10146570205688477,16:30:00,02/11/2020,LEVEL(m)
57,0.10206573456525803,16:30:00,02/11/2020,LEVEL(m)
57,0.10350105166435242,16:30:00,02/11/2020,LEVEL(m)
57,0.10504550486803055,16:30:00,02/11/2020,LEVEL(m)
57,0.10870133340358734,16:30:00,02/11/2020,LEVEL(m)
57,0.11041554063558578,16:30:00,02/11/2020,LEVEL(m)
57,0.10891774296760559,16:30:00,02/11/2020,LEVEL(m)
57,0.10692871361970901,16:30:00,02/11/2020,LEVEL(m)
57,0.10235922038555145,16:30:00,02/11/2020,LEVEL(m)
64,0.876966118812561,12:30:00,03/03/2020,Total inflow(LPS)
64,1.1961098909378052,12:30:00,03/03/2020,Total inflow(LPS)
64,1.0841336250305176,12:30:00,03/03/2020,Total inflow(LPS)
64,0.9292793869972229,12:30:00,03/03/2020,Total inflow(LPS)
64,0.8115652203559875,12:30:00,03/03/2020,Total inflow(LPS)
64,0.7537696361541748,12:30:00,03/03/2020,Total inflow(LPS)
64,0.8037827610969543,12:30:00,03/03/2020,Total inflow(LPS)
64,0.8062840700149536,12:30:00,03/03/2020,Total inflow(LPS)
64,0.7797554731369019,12:30:00,03/03/2020,Total inflow(LPS)
64,0.7019680738449097,12:30:00,03/03/2020,Total inflow(LPS)
64,0.7230678200721741,12:30:00,03/03/2020,Total inflow(LPS)
64,0.7243552207946777,12:30:00,03/03/2020,Total inflow(LPS)
64,0.7760058045387268,12:30:00,03/03/2020,Total inflow(LPS)
64,1.0041823387145996,12:30:00,03/03/2020,Total inflow(LPS)
64,1.3389326333999634,12:30:00,03/03/2020,Total inflow(LPS)
64,1.607472538948059,12:30:00,03/03/2020,Total inflow(LPS)
64,1.8954827785491943,12:30:00,03/03/2020,Total inflow(LPS)
64,2.2946109771728516,12:30:00,03/03/2020,Total inflow(LPS)
64,2.4459400177001953,12:30:00,03/03/2020,Total inflow(LPS)
64,2.544513463973999,12:30:00,03/03/2020,Total inflow(LPS)
64,2.547805070877075,12:30:00,03/03/2020,Total inflow(LPS)
64,2.6915550231933594,12:30:00,03/03/2020,Total inflow(LPS)
64,2.696573257446289,12:30:00,03/03/2020,Total inflow(LPS)
64,2.505831241607666,12:30:00,03/03/2020,Total inflow(LPS)
64,2.4062485694885254,12:30:00,03/03/2020,Total inflow(LPS)
64,2.311814546585083,12:30:00,03/03/2020,Total inflow(LPS)
64,2.17511248588562,12:30:00,03/03/2020,Total inflow(LPS)
64,2.126673936843872,12:30:00,03/03/2020,Total inflow(LPS)
64,2.168696165084839,12:30:00,03/03/2020,Total inflow(LPS)
64,2.1702840328216553,12:30:00,03/03/2020,Total inflow(LPS)
64,2.2143313884735107,12:30:00,03/03/2020,Total inflow(LPS)
64,2.085127592086792,12:30:00,03/03/2020,Total inflow(LPS)
64,1.9953197240829468,12:30:00,03/03/2020,Total inflow(LPS)
64,2.0344715118408203,12:30:00,03/03/2020,Total inflow(LPS)
64,2.165555953979492,12:30:00,03/03/2020,Total inflow(LPS)
64,2.2588143348693848,12:30:00,03/03/2020,Total inflow(LPS)
64,2.3522751331329346,12:30:00,03/03/2020,Total inflow(LPS)
64,2.4013009071350098,12:30:00,03/03/2020,Total inflow(LPS)
64,2.357158660888672,12:30:00,03/03/2020,Total inflow(LPS)
64,2.4475150108337402,12:30:00,03/03/2020,Total inflow(LPS)
64,2.497424364089966,12:30:00,03/03/2020,Total inflow(LPS)
64,2.5936355590820312,12:30:00,03/03/2020,Total inflow(LPS)
64,2.840752601623535,12:30:00,03/03/2020,Total inflow(LPS)
64,2.799621105194092,12:30:00,03/03/2020,Total inflow(LPS)
64,2.6999874114990234,12:30:00,03/03/2020,Total inflow(LPS)
64,2.600349187850952,12:30:00,03/03/2020,Total inflow(LPS)
64,2.2736763954162598,12:30:00,03/03/2020,Total inflow(LPS)
